months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,_c39
163,37,812989,2004-03-06,KA,250/500,41500,97852.85,498000000,441370,FEMALE,JD,priv-house-serv,dancing,own-child,0,-5585900,2015-01-16,Single Vehicle Collision,Rear Collision,Total Loss,Fire,DL,Springfield,7327 Lincoln Drive,20,1,YES,2,3,YES,4100200,410020,820040,2870140,Jeep,Wrangler,2005,N,
352,53,993840,2013-07-12,TS,250/500,41500,148832.28,0,619166,MALE,Associate,tech-support,exercise,wife,0,0,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Fire,GJ,Riverwood,9369 Flute Hwy,23,1,YES,2,2,NO,5706250,1037500,518750,4150000,Chevrolet,Malibu,2009,N,
27,32,327856,2014-08-27,MH,100/300,41500,83695.54,0,472803,FEMALE,PhD,adm-clerical,yachting,other-relative,3145700,0,2015-02-01,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,TN,Arlington,4239 Weaver Ave,11,1,NO,1,0,?,5104500,1020900,510450,3573150,Dodge,Neon,2013,N,
239,39,506333,1990-06-22,TS,100/300,41500,115936.89,0,442308,FEMALE,Masters,other-service,reading,husband,0,0,2015-01-06,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WB,Northbend,6044 Weaver Drive,0,4,?,0,3,NO,6381870,580170,1160340,4641360,BMW,X6,2007,N,
33,32,263159,2008-03-07,MH,100/300,41500,116430.73999999999,415000000,469383,FEMALE,PhD,other-service,base-jumping,husband,5834900,-4174900,2015-02-02,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,DL,Northbrook,8879 1st Drive,2,1,YES,0,1,?,4653810,517090,1034180,3102540,Toyota,Camry,2012,N,
88,30,372912,1992-08-05,KA,100/300,83000,119344.04000000001,0,614383,FEMALE,College,transport-moving,reading,husband,3552400,-4249600,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Fire,TN,Northbrook,9488 Best Drive,3,1,NO,2,0,YES,4648000,1162000,0,3486000,Chevrolet,Malibu,2003,N,
101,33,552788,1991-09-03,TS,500/1000,83000,109032.12000000001,0,438617,FEMALE,College,priv-house-serv,board-games,unmarried,1004300,0,2015-02-10,Parked Car,?,Trivial Damage,,DL,Hillsdale,7500 Texas Ridge,3,1,YES,1,0,NO,356070,64740,32370,258960,Audi,A3,1997,N,
20,37,722747,2011-09-02,TS,250/500,41500,123017.62000000001,0,613936,FEMALE,Associate,transport-moving,reading,husband,2739000,-3618800,2015-02-22,Multi-vehicle Collision,Rear Collision,Total Loss,Other,DL,Arlington,2048 3rd Ridge,15,3,?,2,1,NO,5042250,560250,560250,3921750,Suburu,Forrestor,2003,N,
126,30,248467,2012-10-06,TS,250/500,166000,97255.25,0,472163,FEMALE,Associate,machine-op-inspct,board-games,not-in-family,3859500,-3544100,2015-01-31,Single Vehicle Collision,Side Collision,Minor Damage,Other,DL,Northbend,3419 Apache St,23,1,?,2,3,NO,4044590,367690,367690,3309210,Chevrolet,Malibu,2011,N,
264,43,955953,2014-01-18,TS,500/1000,166000,112326.39,0,447458,MALE,Associate,adm-clerical,video-games,not-in-family,0,-705500,2015-02-12,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WB,Springfield,9875 MLK Ave,9,3,YES,2,0,NO,7897450,1435900,1435900,5025650,Ford,Escape,2007,N,
78,24,910622,1992-03-22,KA,100/300,41500,97567.33,0,474792,MALE,Masters,craft-repair,yachting,husband,0,0,2015-01-06,Vehicle Theft,?,Minor Damage,Police,DL,Columbus,3553 Texas Ave,20,1,?,0,1,YES,620840,56440,56440,507960,Dodge,Neon,2003,N,
123,28,137675,2012-12-03,TS,100/300,166000,152389.66,0,470559,MALE,Masters,transport-moving,movies,own-child,3154000,-3419600,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,GJ,Riverwood,4335 1st St,5,1,?,2,1,YES,6623400,1103900,551950,4967550,Volkswagen,Passat,2011,Y,
347,51,343421,1996-10-18,MH,500/1000,41500,122905.56999999999,747000000,432399,FEMALE,MD,priv-house-serv,board-games,unmarried,0,-1004300,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Other,GJ,Hillsdale,9070 Tree Ave,15,1,YES,0,2,?,8595480,716290,1432580,6446610,Jeep,Wrangler,1997,N,
163,38,413192,1997-10-02,KA,500/1000,166000,120675.36,0,607605,FEMALE,PhD,other-service,yachting,other-relative,4291100,0,2015-02-21,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,DL,Hillsdale,3900 Texas St,13,1,YES,2,3,?,6598500,1319700,659850,4618950,Accura,MDX,1995,N,
271,44,247801,2008-03-18,MH,250/500,41500,111278.93000000001,0,600153,FEMALE,High School,tech-support,base-jumping,other-relative,0,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Other,TN,Riverwood,9657 5th Ave,16,1,NO,2,2,NO,6327090,575190,1150380,4601520,Volkswagen,Passat,1997,Y,
410,54,171147,2010-08-29,TS,100/300,166000,59264.49,0,465979,MALE,MD,protective-serv,board-games,own-child,0,-1411000,2015-02-16,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WB,Northbend,5765 Washington St,0,1,YES,0,2,NO,4940160,823360,823360,3293440,Honda,Accord,2001,N,
448,57,431283,2005-03-31,TS,100/300,166000,114221.28000000001,0,466555,FEMALE,PhD,tech-support,hiking,own-child,3203800,-4174900,2015-02-04,Multi-vehicle Collision,Front Collision,Major Damage,Police,TN,Arlington,5997 Embaracadero Drive,10,3,NO,2,1,?,3964080,495510,495510,2973060,Suburu,Impreza,2013,Y,
218,41,461962,2013-12-25,TS,100/300,41500,75880.26000000001,0,444155,MALE,JD,prof-specialty,golf,wife,3145700,-6050700,2015-01-22,Multi-vehicle Collision,Side Collision,Total Loss,Police,DL,Springfield,1738 Solo Lane,14,3,NO,2,0,NO,7020970,1276540,638270,5106160,Saab,93,2013,N,
43,38,149467,2014-03-11,MH,500/1000,83000,132922.01,0,465764,MALE,PhD,handlers-cleaners,skydiving,other-relative,5345200,0,2015-02-15,Multi-vehicle Collision,Front Collision,Total Loss,Other,TN,Columbus,2903 Weaver Drive,1,3,YES,2,2,?,5116950,568550,568550,3979850,Nissan,Ultima,2006,N,
33,33,758740,1997-08-04,TS,500/1000,83000,91033.56999999999,498000000,446898,FEMALE,Associate,handlers-cleaners,dancing,unmarried,3776500,-5029800,2015-01-07,Single Vehicle Collision,Rear Collision,Major Damage,Police,UP,Springfield,8926 Texas Ridge,16,1,?,2,1,?,6756200,675620,675620,5404960,BMW,M5,1998,N,
126,34,628337,2007-11-14,KA,100/300,166000,89492.26000000001,0,453274,FEMALE,Masters,transport-moving,camping,wife,4523500,0,2015-02-23,Multi-vehicle Collision,Side Collision,Major Damage,Fire,TN,Northbend,4231 3rd Ave,2,3,NO,0,1,YES,4848030,881460,440730,3525840,Chevrolet,Tahoe,2007,N,
411,56,574637,1992-07-30,TS,250/500,83000,132408.24,0,479320,FEMALE,College,protective-serv,exercise,other-relative,0,0,2015-01-06,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,UP,Springfield,8049 4th St,23,3,?,0,0,?,3204630,291330,291330,2621970,Volkswagen,Passat,2007,N,
225,37,373600,2000-12-01,MH,100/300,83000,101080.71999999999,415000000,443462,FEMALE,High School,farming-fishing,yachting,not-in-family,4116800,0,2015-02-07,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WB,Northbrook,6501 5th Drive,19,3,?,2,2,NO,4780800,796800,796800,3187200,Volkswagen,Passat,2015,N,
35,35,930032,2002-09-10,TS,100/300,166000,92745.86,0,446158,FEMALE,PhD,protective-serv,kayaking,not-in-family,0,-4307700,2015-02-14,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,GJ,Hillsdale,7909 Andromedia Hwy,23,3,NO,2,2,NO,4414770,490530,981060,2943180,Volkswagen,Jetta,1996,N,
460,57,396590,1997-11-07,MH,100/300,166000,130091.70999999999,0,602514,FEMALE,JD,craft-repair,skydiving,husband,5187500,0,2015-02-15,Single Vehicle Collision,Front Collision,Major Damage,Other,DL,Riverwood,5865 Sky Lane,10,1,?,2,3,NO,4838900,483890,967780,3387230,Nissan,Maxima,2014,Y,
195,38,238412,1993-05-18,TS,500/1000,166000,107479.19,498000000,477356,MALE,MD,tech-support,video-games,unmarried,3154000,-4174900,2015-02-14,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WB,Springfield,1957 Washington Ave,12,3,YES,1,2,NO,5363460,595940,0,4767520,Dodge,Neon,2003,N,
360,51,484321,1996-07-11,TS,250/500,83000,95625.95999999999,0,434669,MALE,PhD,armed-forces,hiking,not-in-family,0,-5179200,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WB,Riverwood,7649 Texas St,15,3,NO,2,0,YES,7509840,1251640,1251640,5006560,BMW,X6,2000,N,
300,49,795847,1995-12-17,TS,100/300,83000,119620.43000000001,0,609322,FEMALE,PhD,farming-fishing,kayaking,wife,0,0,2015-01-04,Vehicle Theft,?,Trivial Damage,,TN,Columbus,1992 Britain Drive,3,1,NO,1,0,NO,587640,97940,97940,391760,Nissan,Maxima,2001,N,
245,42,218456,2002-07-16,TS,500/1000,83000,130786.42,581000000,614265,MALE,JD,exec-managerial,chess,other-relative,0,-5718700,2015-02-20,Parked Car,?,Minor Damage,Police,RJ,Springfield,9685 Sky Ridge,19,1,?,2,2,?,538670,48970,97940,391760,Toyota,Camry,2011,Y,
146,36,792673,2013-04-12,MH,500/1000,166000,102418.68000000001,0,606177,FEMALE,Masters,other-service,golf,other-relative,2863500,-5029800,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Police,GJ,Hillsdale,3457 Texas Lane,16,3,NO,1,1,NO,4639700,463970,463970,3711760,Nissan,Ultima,2015,N,
67,29,662256,1995-11-13,TS,250/500,83000,154498.69,0,461514,MALE,High School,adm-clerical,polo,husband,5013200,-5627400,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Other,TN,Columbus,7693 Cherokee Lane,16,1,NO,0,3,YES,5295400,529540,529540,4236320,Saab,92x,1998,Y,
380,56,971338,2004-11-04,MH,100/300,83000,130381.37999999999,0,454685,MALE,MD,farming-fishing,cross-fit,other-relative,5478000,0,2015-01-05,Single Vehicle Collision,Side Collision,Total Loss,Police,UP,Northbend,3167 4th Ridge,10,1,?,0,1,YES,4827280,603410,603410,3620460,Saab,95,1996,Y,
389,53,714738,1998-03-21,TS,500/1000,166000,65692.01000000001,0,477260,MALE,Masters,armed-forces,chess,unmarried,0,0,2015-01-01,Vehicle Theft,?,Minor Damage,Police,GJ,Riverwood,1617 Rock Drive,6,1,NO,1,2,NO,522900,52290,104580,366030,Mercedes,C300,2001,Y,
317,46,753844,1999-07-22,KA,250/500,83000,84060.73999999999,0,469126,MALE,MD,sales,yachting,other-relative,3627100,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Fire,WB,Arlington,7877 3rd Ridge,18,1,NO,2,1,NO,8682630,1578660,1578660,5525310,Mercedes,ML350,1999,Y,
264,44,976645,2010-02-28,TS,100/300,41500,86905.98,498000000,443402,MALE,College,exec-managerial,sleeping,wife,0,0,2015-02-13,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,TN,Springfield,9325 Lincoln Drive,20,3,NO,0,2,NO,5797550,1054100,527050,4216400,Ford,Fusion,1999,N,
20,21,918037,2005-01-30,MH,250/500,83000,115394.06999999999,0,479408,FEMALE,Masters,priv-house-serv,polo,other-relative,0,-3419600,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,RJ,Northbrook,5855 Apache St,14,1,NO,0,0,?,5220700,1044140,522070,3654490,Accura,MDX,2006,N,
116,30,996253,2001-11-29,KA,500/1000,41500,78971.18000000001,0,467227,MALE,JD,handlers-cleaners,golf,not-in-family,0,-2946500,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Other,WB,Riverwood,1328 Texas Lane,8,3,NO,0,3,?,4952610,550290,550290,3852030,Volkswagen,Passat,2004,Y,
222,40,373731,2012-12-24,TS,100/300,83000,101822.73999999999,0,468433,MALE,JD,armed-forces,camping,unmarried,4116800,-4083600,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,DL,Springfield,4567 Pine Ave,17,2,YES,2,0,?,6764500,1352900,676450,4735150,BMW,3 Series,2013,N,
439,56,836272,1997-05-11,MH,100/300,41500,106314.70000000001,0,604289,MALE,High School,armed-forces,video-games,own-child,4058700,-3394700,2015-01-30,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,GJ,Springfield,7575 Pine St,9,1,NO,2,0,?,4150000,1245000,415000,2490000,Jeep,Wrangler,2009,N,
66,28,167231,1994-01-26,KA,100/300,166000,122239.91,0,471366,MALE,Associate,adm-clerical,exercise,husband,0,-2631100,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,DL,Springfield,2850 Washington St,0,1,?,2,1,?,4008070,728740,728740,2550590,Nissan,Maxima,1995,N,
128,29,743330,2010-11-04,MH,500/1000,83000,155910.52000000002,0,450746,MALE,High School,other-service,golf,husband,0,-6308000,2015-02-20,Single Vehicle Collision,Rear Collision,Total Loss,Fire,UP,Riverwood,9169 Cherokee Hwy,2,1,NO,0,0,?,4902810,445710,445710,4011390,Chevrolet,Malibu,2003,N,
69,24,807369,1992-06-19,KA,500/1000,41500,117735.5,0,614948,FEMALE,High School,armed-forces,yachting,other-relative,0,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,DL,Springfield,6443 Washington Ridge,23,3,?,0,0,NO,5253900,1050780,525390,3677730,Dodge,RAM,2012,N,
294,46,735307,2010-06-02,TS,100/300,41500,127222.4,0,473935,MALE,College,prof-specialty,exercise,own-child,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Total Loss,Other,TN,Northbend,6751 5th Hwy,8,1,NO,0,3,YES,5459740,992680,992680,3474380,Mercedes,ML350,2013,N,
19,29,789208,2002-10-12,MH,250/500,41500,108261.04999999999,0,617267,MALE,JD,transport-moving,cross-fit,not-in-family,0,0,2015-02-08,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,DL,Columbus,2289 Weaver Ridge,6,3,NO,0,2,?,6258200,962800,962800,4332600,Dodge,Neon,2005,Y,
191,33,585324,2008-02-25,MH,500/1000,166000,128783.62999999999,0,470670,MALE,High School,armed-forces,movies,unmarried,3735000,-2523200,2015-02-21,Vehicle Theft,?,Minor Damage,,WB,Arlington,8306 1st Drive,3,1,YES,1,1,NO,186750,20750,20750,145250,Toyota,Corolla,2005,N,
4,39,498759,1996-09-05,TS,100/300,83000,110139.34,498000000,450368,FEMALE,High School,machine-op-inspct,reading,unmarried,5328600,0,2015-01-13,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,UP,Northbend,2603 Andromedia Hwy,14,3,YES,1,3,?,4491960,374330,748660,3368970,Jeep,Grand Cherokee,2007,N,
298,49,795004,1998-03-16,MH,250/500,41500,71622.36,0,448809,MALE,MD,machine-op-inspct,camping,wife,0,-5951100,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,Other,DL,Northbrook,6479 Francis Ave,16,3,NO,0,2,NO,5766840,961140,961140,3844560,Saab,95,2007,N,
231,43,203250,2010-04-22,KA,100/300,166000,110530.27,0,469653,FEMALE,Masters,adm-clerical,reading,not-in-family,0,0,2015-02-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,DL,Northbend,6428 Andromedia Lane,12,1,?,1,2,NO,5556850,854900,854900,3847050,Chevrolet,Malibu,2015,N,
338,47,430794,2008-01-25,MH,250/500,166000,123341.31999999999,0,615688,FEMALE,Associate,armed-forces,board-games,own-child,0,-4664600,2015-01-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,MH,Northbrook,9081 Cherokee Hwy,1,3,NO,2,3,?,5320300,1064060,532030,3724210,Dodge,RAM,2014,Y,
261,46,156636,2000-09-10,KA,100/300,83000,72255.65,0,465631,MALE,PhD,prof-specialty,camping,unmarried,0,-4100200,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Other,TN,Springfield,1532 Washington St,19,1,?,0,3,?,6663240,1110540,1110540,4442160,Chevrolet,Tahoe,2013,N,
321,44,284143,2008-04-23,TS,500/1000,166000,111598.48,498000000,443344,MALE,Associate,machine-op-inspct,hiking,husband,0,-3245300,2015-02-12,Vehicle Theft,?,Trivial Damage,Police,DL,Northbend,4625 MLK Drive,7,1,?,1,2,NO,388440,43160,0,345280,Accura,MDX,1999,N,
0,32,740518,2011-02-18,MH,500/1000,83000,114294.31999999999,0,441363,MALE,College,tech-support,base-jumping,wife,5096200,-3411300,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,DL,Springfield,1529 Elm Ridge,6,4,?,1,1,NO,3296760,549460,549460,2197840,Accura,MDX,2002,N,
405,58,445289,2012-04-24,TS,250/500,41500,102744.04000000001,0,462683,MALE,MD,exec-managerial,exercise,not-in-family,0,-3892700,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Police,DL,Arlington,2086 Francis Drive,11,1,?,0,0,?,5277140,479740,479740,4317660,Mercedes,ML350,1997,Y,
304,49,599262,2001-09-25,KA,100/300,83000,126646.37999999999,0,463184,FEMALE,PhD,craft-repair,camping,own-child,0,0,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Other,GJ,Northbend,9066 Best Ridge,2,1,YES,1,1,YES,6089710,1107220,553610,4428880,Saab,95,2013,N,
1,29,357949,2006-05-24,MH,500/1000,41500,70930.14,0,612826,FEMALE,JD,craft-repair,paintball,other-relative,4332600,0,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,TN,Northbrook,7178 Best Drive,15,1,?,2,3,YES,7203570,654870,1964610,4584090,Honda,CRV,2003,N,
26,39,493161,1992-01-30,KA,250/500,83000,63973.08,0,433155,MALE,Masters,tech-support,sleeping,husband,0,-4457100,2015-02-18,Single Vehicle Collision,Side Collision,Major Damage,Police,WB,Columbus,9821 Francis Ave,0,1,NO,0,2,?,4133400,826680,413340,2893380,Mercedes,ML350,2015,N,
202,38,320251,2009-01-24,TS,100/300,166000,94017.42,0,616120,FEMALE,Associate,armed-forces,exercise,husband,0,-3112500,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Other,WB,Hillsdale,7061 Cherokee Drive,12,1,YES,1,1,NO,6427520,584320,1168640,4674560,Nissan,Ultima,2005,N,
289,48,231127,1995-08-29,TS,500/1000,41500,97389.70999999999,664000000,461744,FEMALE,PhD,handlers-cleaners,board-games,own-child,0,-3544100,2015-01-09,Single Vehicle Collision,Front Collision,Total Loss,Other,TN,Springfield,1325 1st Lane,1,1,?,1,0,?,3560700,712140,0,2848560,Accura,TL,1999,N,
61,26,766193,2011-07-31,MH,100/300,166000,98627.23999999999,498000000,475916,FEMALE,JD,farming-fishing,skydiving,wife,0,-4465400,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,UP,Hillsdale,3769 Sky St,16,2,YES,1,0,NO,4467060,992680,496340,2978040,Ford,F150,2015,Y,
334,46,555374,2013-01-05,TS,100/300,83000,72781.04,498000000,454434,MALE,MD,sales,reading,other-relative,0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WB,Hillsdale,8489 Pine Hwy,2,1,NO,2,1,NO,4758390,1057420,528710,3172260,Jeep,Grand Cherokee,1998,N,
12,24,491484,1994-11-18,TS,500/1000,83000,94947.85,0,464353,FEMALE,PhD,tech-support,paintball,other-relative,4266200,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,DL,Riverwood,6329 Apache Ave,13,3,NO,2,1,?,4429710,492190,492190,3445330,Nissan,Ultima,2011,N,
86,29,925128,2014-08-30,TS,100/300,166000,116951.98,0,610302,MALE,High School,prof-specialty,yachting,husband,6158600,-5652300,2015-01-30,Single Vehicle Collision,Front Collision,Minor Damage,Police,DL,Northbrook,9293 Pine Lane,0,1,NO,2,2,YES,5222360,803440,1205160,3213760,Accura,MDX,2005,N,
83,24,265093,2006-01-01,KA,500/1000,83000,88862.29000000001,0,462106,FEMALE,High School,machine-op-inspct,board-games,unmarried,0,0,2015-02-20,Multi-vehicle Collision,Front Collision,Total Loss,Fire,DL,Arlington,9224 Sky Drive,0,3,?,0,1,NO,5112800,511280,1022560,3578960,Honda,CRV,2003,N,
126,30,267808,1998-09-10,TS,500/1000,166000,76038.79,0,431389,MALE,College,sales,golf,unmarried,4589900,-4847200,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Police,DL,Northbend,8862 Maple Ridge,16,3,YES,2,0,NO,6155280,512940,1025880,4616460,Mercedes,E400,2002,N,
209,38,116735,2010-01-28,MH,250/500,41500,98894.5,0,442866,MALE,High School,priv-house-serv,reading,husband,3203800,-4390700,2015-01-31,Single Vehicle Collision,Rear Collision,Total Loss,Police,WB,Arlington,3492 Flute Lane,8,1,NO,2,0,?,6648300,738700,738700,5170900,Audi,A3,2015,N,
283,48,963680,2003-01-04,MH,500/1000,83000,122396.78000000001,0,446755,FEMALE,JD,sales,paintball,husband,0,-3834600,2015-02-17,Parked Car,?,Trivial Damage,Police,DL,Hillsdale,6484 Tree Drive,9,1,?,2,3,NO,544480,68060,68060,408360,Volkswagen,Jetta,2003,N,
194,34,445694,2004-05-24,TS,250/500,83000,99056.35,0,464743,MALE,JD,other-service,hiking,not-in-family,0,0,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WB,Northbend,4554 Sky Ave,11,1,?,2,1,YES,4880400,976080,488040,3416280,Nissan,Pathfinder,1997,N,
184,38,215534,1994-09-12,TS,250/500,83000,119314.98999999999,0,437889,FEMALE,College,transport-moving,chess,not-in-family,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,RJ,Northbrook,5201 Texas Hwy,6,3,?,0,2,NO,4459590,991020,495510,2973060,Dodge,RAM,2013,Y,
479,60,232854,1997-07-07,TS,100/300,166000,108300.89,0,473638,FEMALE,College,other-service,cross-fit,husband,0,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,DL,Arlington,3982 Weaver Lane,18,1,NO,0,0,NO,5029800,419150,838300,3772350,Honda,Civic,2001,N,
284,48,168260,1991-03-01,MH,250/500,83000,97010.4,0,444232,FEMALE,JD,tech-support,movies,other-relative,0,-3519200,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,DL,Northbrook,3660 Andromedia Hwy,11,1,?,0,3,YES,2967250,539500,269750,2158000,Mercedes,E400,2001,N,
65,27,538955,2001-09-29,KA,100/300,83000,96692.51000000001,0,477695,FEMALE,College,adm-clerical,exercise,wife,3569000,-3527500,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WB,Arlington,7135 Flute Lane,17,1,?,1,2,YES,3555720,296310,592620,2666790,Chevrolet,Silverado,2004,N,
222,39,243226,2012-01-10,TS,250/500,83000,102315.76000000001,0,458237,MALE,High School,armed-forces,hiking,own-child,7287400,-4249600,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Fire,TN,Springfield,4414 Solo Drive,21,3,?,1,0,NO,7300680,1216780,1216780,4867120,Jeep,Wrangler,1999,Y,
196,41,246435,2001-07-05,TS,250/500,166000,149463.08,0,441499,MALE,JD,protective-serv,camping,other-relative,0,-6523800,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,TN,Hillsdale,2920 5th Ave,0,3,NO,1,0,NO,3967400,396740,396740,3173920,Jeep,Grand Cherokee,2009,N,
253,43,582480,1991-08-07,TS,500/1000,41500,98521.83,581000000,613436,FEMALE,Associate,tech-support,exercise,unmarried,3842900,-2739000,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,DL,Northbrook,2986 MLK Drive,9,1,NO,0,1,?,318720,53120,53120,212480,Chevrolet,Tahoe,2014,N,
280,43,345539,2012-07-24,KA,100/300,83000,129425.21999999999,0,448912,MALE,JD,transport-moving,hiking,own-child,0,-4282800,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,DL,Riverwood,1580 Maple Lane,1,1,NO,0,2,?,6391000,1162000,581000,4648000,Accura,RSX,2004,N,
5,26,924318,2014-07-27,TS,250/500,166000,94372.66,0,468872,FEMALE,PhD,farming-fishing,skydiving,not-in-family,2614500,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WB,Springfield,3706 Texas Hwy,22,1,YES,1,3,?,7313130,1329660,1329660,4653810,Audi,A5,2003,N,
220,42,726880,1994-08-08,KA,100/300,83000,106382.76000000001,0,619811,MALE,College,farming-fishing,hiking,other-relative,2780500,-4108500,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,TN,Northbend,9109 Britain Drive,20,4,NO,0,2,YES,3962420,360220,360220,3241980,Honda,Civic,2005,N,
85,30,190588,2001-12-09,MH,100/300,83000,66097.05,0,614166,FEMALE,MD,craft-repair,video-games,own-child,6009200,-6391000,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,TN,Northbend,2290 4th Ave,9,3,YES,2,1,YES,4893680,444880,889760,3559040,Ford,F150,2004,N,
266,46,246705,1990-03-14,MH,250/500,41500,105411.66,0,456600,FEMALE,Associate,tech-support,skydiving,own-child,0,-3801400,2015-01-08,Parked Car,?,Minor Damage,Police,GJ,Northbrook,4232 Britain Ridge,5,1,NO,1,2,?,179280,39840,19920,119520,Toyota,Corolla,2004,N,
41,26,619589,2006-03-28,TS,100/300,83000,114799.79000000001,0,618405,FEMALE,JD,prof-specialty,exercise,own-child,3876100,0,2015-02-28,Vehicle Theft,?,Trivial Damage,Police,TN,Riverwood,6677 Andromedia Drive,12,1,YES,1,1,?,571870,43990,87980,439900,Jeep,Grand Cherokee,1997,N,
316,45,164988,2013-12-23,TS,100/300,166000,107131.42,415000000,430832,FEMALE,High School,prof-specialty,kayaking,husband,4838900,0,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,UP,Springfield,5868 Sky Hwy,6,3,NO,2,0,YES,6546210,595110,1190220,4760880,Suburu,Legacy,2013,N,
285,47,729534,1991-09-30,KA,100/300,83000,100984.44,0,610989,FEMALE,Masters,sales,basketball,other-relative,4573300,0,2015-01-06,Vehicle Theft,?,Trivial Damage,Police,TN,Columbus,3053 Lincoln Drive,8,1,NO,1,1,NO,224100,24900,24900,174300,Ford,F150,2013,N,
379,54,505014,2001-12-27,TS,100/300,41500,103846.28000000001,0,447750,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,3436200,0,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WB,Riverwood,7041 Tree Ridge,14,1,?,0,1,NO,6304680,525390,525390,5253900,Jeep,Grand Cherokee,2010,N,
15,34,920826,2005-04-07,KA,250/500,166000,131672.03,0,608708,FEMALE,High School,sales,video-games,other-relative,2780500,-4888700,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,WB,Northbrook,7223 Embaracadero St,10,1,YES,1,3,?,6272310,570210,1140420,4561680,BMW,X5,2010,Y,
